href,name,adress,phone,rate,rate_count,site,average_bill
https://yandex.ru/maps/org/notarius_yakusheva_l_i_/1072683196/,Нотариус Якушева Л. И.,"Луганская ул., 1, Москваэтаж 1",+7 (495) 322-81-17,"4,7",547 оценок,null,"выдача свидетельства о праве собственности на долю в общем имуществе, свидетельствование подлинности подписи, вскрытие конверта с закрытым завещанием и оглашение закрытого завещания, брачный договор, односторонние сделки, удостоверение договоров, принятие закрытого завещания, выдача свидетельства о праве на наследство, совершение исполнительной надписи на взыскание задолженности и обращение взыскания на заложенное имущество, передача заявления физического и юридического лица другому физическому и юридическому лицу, хранение документов, свидетельствование верности копий документов, удостоверение доверенности, направление запроса  физическому или юридическому лицу, выдача свидетельств, удостоверение времени предъявления документа, выдача дубликата документа, консультации, выдача выписки из реестра нотариальных действий, выдача документа из архива нотариуса, принятие мер по охране наследственного имущества, включая опись"
https://yandex.ru/maps/org/talant_advokata/183652287478/,Талант Адвоката,"Варшавское ш., 125, Москва",+7 (495) 134-34-34,"4,8",20 оценок,talantadvokata.ru,разрешено со всеми животными
https://yandex.ru/maps/org/kad_servis/23040810318/,Кад-Сервис,"Каспийская ул., 22, корп. 1, стр. 3, Москваэтаж 2, офис 205",+7 (495) 790-52-74,"4,7",15 оценок,kad-servis.ru,разрешено с собаками до 35 см.
https://yandex.ru/maps/org/kryukov_i_partnery/10741916573/,Крюков и Партнеры,"Варшавское ш., 138А, Москва",+7 (495) 517-35-47,"4,9",34 оценки,www.krykov.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств"
https://yandex.ru/maps/org/advokat/28727888181/,Адвокат,"Балаклавский просп., 5, Москваэтаж 1",+7 (926) 646-96-77,"4,6",28 оценок,null,"наличными, оплата картой, банковским переводом"
https://yandex.ru/maps/org/kumtor_legal_kompani/132276342674/,Кумтор Легал Компани,"Кировоградская ул., 9, корп. 1, Москваэтаж 2",+7 (985) 214-73-27,"5,0",51 оценка,kumtor.ru,запрещено с животными
https://yandex.ru/maps/org/advokatskaya_kontora_12/1252728796/,Адвокатская контора № 12,"Кировоградская ул., 7, Москва",+7 (495) 311-37-05,"4,2",32 оценки,null,null
https://yandex.ru/maps/org/dolgkh/183129721285/,ДолгХ,"Кировоградская ул., 9, корп. 1, Москваэтаж 1",+7 (495) 139-68-40,"4,8",27 оценок,долгх.рф,разрешено со всеми животными
https://yandex.ru/maps/org/biznes_balans/129191924689/,Бизнес баланс,"ул. Намёткина, 10А, Москва",+7 (985) 700-04-09,null,Ещё нет отзывов,null,"для ООО, для ИП"
https://yandex.ru/maps/org/platoleks/219246520766/,Платолекс,"Днепропетровская ул., 2, Москваэтаж 5",+7 (495) 133-64-85,"5,0",36 оценок,pltx.ru,"регистрация АО, регистрация ИП, ликвидация фирм, перерегистрация, регистрация ООО, внесение изменений в документы"
https://yandex.ru/maps/org/advokat_kuleshov_a_v_/169891516844/,Адвокат Кулешов А. В.,"Днепропетровская ул., 2, Москва",+7 (962) 952-23-08,"5,0",33 оценки,advokat-podolsk.com,разрешено со всеми животными
https://yandex.ru/maps/org/business_legal_group/45764444071/,Business Legal Group,"Днепропетровская ул., 2, Москва",+7 (999) 675-99-95,"4,9",33 оценки,business-legal.ru,"регистрация ИП, внесение изменений в документы, регистрация НКО, перерегистрация, регистрация АО, регистрация НОУ, АНО, банкротство, аккредитация иностранных представительств, ликвидация фирм, регистрация ООО"
https://yandex.ru/maps/org/tsentr_zashchity_prav/170953324667/,Центр защиты прав,"Днепропетровская ул., 2, Москваэтаж 4, офис 419",+7 (495) 298-11-78,"5,0",36 оценок,czpravo.ru,банкротство
https://yandex.ru/maps/org/navi_konsalt/25111982677/,Нави-Консалт,"Сумской пр., 5, корп. 2, Москва",+7 (988) 787-95-13,"4,7",16 оценок,navi-konsalt.clients.site,разрешено со всеми животными
https://yandex.ru/maps/org/advokat_kamaldinov_v_v_/67329064724/,Адвокат Камалдинов В. В.,"Днепропетровская ул., 2, Москваэтаж 4, офис 419",+7 (965) 180-70-07,"5,0",106 оценок,kamaldinov.info,банкротство
https://yandex.ru/maps/org/yuridicheskoye_byuro_ritorika_i_pravo/82047854676/,Юридическое бюро Риторика и право,"Днепропетровская ул., 2, Москва",+7 (495) 005-64-71,"4,5",11 оценок,ritorikalaw.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, представительство в суде"
https://yandex.ru/maps/org/legans/1007703785/,Лэганс,"Варшавское ш., 114, корп. 1, Москва",+7 (963) 750-48-01,"4,1",11 оценок,null,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, аккредитация иностранных представительств"
https://yandex.ru/maps/org/patentnaya_kompaniya_ipaks_group/142360578429/,Патентная компания Ipaks Group,"Днепропетровская ул., 2, Москва",8 (800) 201-26-15,"5,0",49 оценок,ipaksgroup.com,"ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП"
https://yandex.ru/maps/org/veritas_leks/58259493132/,Веритас Лекс,"Днепропетровская ул., 2, Москваэтаж 5, офис 539",+7 (955) 155-11-85,"4,3",5 оценок,veritas-lex.ru,запрещено с животными
https://yandex.ru/maps/org/notarius_fedorova_l_n_/1069449511/,Нотариус Федорова Л. Н.,"Кировоградская ул., 9, корп. 3, Москва",+7 (495) 315-57-83,"4,4",1201 оценка,mnotaries.ru,"выдача свидетельства о праве собственности на долю в общем имуществе, свидетельствование подлинности подписи, брачный договор, удостоверение договоров, выдача свидетельства о праве на наследство, совершение исполнительной надписи на взыскание задолженности и обращение взыскания на заложенное имущество, обеспечение доказательств, свидетельствование верности копий документов, удостоверение доверенности, выдача свидетельств, удостоверение времени предъявления документа, выдача дубликата документа, апостиль, выдача документа из архива нотариуса, документы на регистрацию юр. лица в ФНС, сделки с недвижимым имуществом, сделки с долями в уставном капитале"
https://yandex.ru/maps/org/tarp_yuao_mikroagentstvo_chertanovo_tsentralnoye/1003725244/,"Тарп ЮАО, микроагентство Чертаново-Центральное","Днепропетровская ул., 3, корп. 5, Москваподъезд 3, этаж 1",+7 (495) 315-25-89,"4,2",19 оценок,www.tarp-uao.ru,null
https://yandex.ru/maps/org/dobro_adres/49306887085/,Добро Адрес,"Чертановская ул., 7А, Москва",+7 (495) 152-03-63,"4,6",12 оценок,adresa24.ru,разрешено со всеми животными
https://yandex.ru/maps/org/karandash_konsultatsionnoye_byuro/223170877909/,Карандаш Консультационное бюро,"Варшавское ш., 125Ж, корп. 6, Москва",+7 (495) 128-31-41,"5,0",1 отзыв,karanda.sh,"ликвидация фирм, банкротство"
https://yandex.ru/maps/org/arbitrazhny_upravlyayushchiy_lavrichenko_a_ye_/81660557625/,Арбитражный управляющий Лавриченко А.Е.,"Днепропетровская ул., 2, Москва",+7 (968) 040-44-24,"5,0",Ещё нет отзывов,null,арбитраж
https://yandex.ru/maps/org/yuridicheskaya_kompaniya_davydov_i_partnery/156978679375/,Юридическая компания Давыдов и Партнеры,"ул. Красного Маяка, 1, корп. 1, Москва1",+7 (495) 136-50-00,"5,0",1 отзыв,www.advokatdavidov.ru,"регистрация НОУ, АНО, внесение изменений в документы"
https://yandex.ru/maps/org/transpropusk/143705171551/,ТрансПропуск,"Варшавское ш., 148, Москва",+7 (966) 040-70-07,"5,0",163 оценки,null,"наличными, безналичная"
https://yandex.ru/maps/org/yuristy/20000704684/,Юристы,"Варшавское ш., 132/2, Москваэтаж 2",+7 (905) 537-55-44,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/tsentr_perevodov_i_yuridicheskikh_uslug/7837238445/,Центр Переводов и Юридических услуг,"Кировоградская ул., 15, Москваэтаж 0",+7 (985) 213-22-44,"4,9",61 оценка,center-perevod.ru,"семейное право, жилищное право, уголовный адвокат, авто право"
https://yandex.ru/maps/org/g_invest/32978111910/,G-Invest,"Днепропетровская ул., 3, корп. 5, Москва",+7 (995) 112-23-65,"4,8",18 оценок,g-invest.me,null
https://yandex.ru/maps/org/tsentr_uslug_dlya_biznesa/183185989352/,Центр услуг для бизнеса,"Кировоградская ул., 13А, Москваэтаж 3",+7 (495) 225-14-14,"5,0",42 оценки,mbm.mos.ru,доступно
https://yandex.ru/maps/org/referens/37708564779/,Референс,"Варшавское ш., 132, стр. 7, Москваэтаж 3, офис 316",+7 (905) 532-70-10,"4,2",30 оценок,referens.ru,"безналичная, наличными, банковским переводом, QR-код, электронными деньгами, скидки на услуги льготным категориям, СБП"
https://yandex.ru/maps/org/personal_nk/1025872405/,Персонал-НК,"3-й Дорожный пр., 3А, Москваэтаж 1",+7 (499) 753-04-37,"4,5",13 оценок,nalkons.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/konsultatsionny_kabinet/36174550684/,Консультационный кабинет,"ул. Академика Янгеля, 3, Москва",+7 (903) 759-77-72,"4,9",29 оценок,konsultatsii-po-voprosam-opeki.clients.site,разрешено со всеми животными
https://yandex.ru/maps/org/advokatskiy_kabinet_advokata_yelagina_r_i_/1641247013/,Адвокатский кабинет Адвоката Елагина Р. И.,"Россошанская ул., 6, Москва",+7 (910) 451-10-98,"2,8",8 оценок,lawcab.ru,"личный адвокат, семейное право, наследственное право, трудовое право, споры с банками, страховыми и кредитными организациями, судебное установление фактов, защита прав потребителей, земельное право и недвижимость, экономические дела"
https://yandex.ru/maps/org/advokat_doynikova_i_n_/174545955642/,Адвокат Дойникова И. Н.,"Россошанская ул., 4, корп. 2, Москва",+7 (915) 437-88-95,"4,9",1 отзыв,advokat-id.ru,"предоплата, наличными, оплата картой, банковским переводом, рассрочка"
https://yandex.ru/maps/org/advokatskaya_konsultatsiya_71_filial/1039674026/,"Адвокатская консультация № 71, филиал","Варшавское ш., 152, корп. 2, Москва",+7 (495) 389-77-72,"4,0",3 оценки,www.ak-71.ru,"арбитраж, налоговые дела, экономические дела, представительство в суде"
https://yandex.ru/maps/org/nezavisimost/191513486078/,Независимость,"ул. Академика Янгеля, 3, Москва",+7 (950) 537-61-25,"4,1",5 оценок,urist-expert-dtp.ru,"предоплата, постоплата, наличными, оплата картой, банковским переводом, безналичная, QR-код"
https://yandex.ru/maps/org/notarius/1032381268/,Нотариус,"Булатниковская ул., 2А, Москваэтаж 2",+7 (915) 033-67-37,"2,9",28 оценок,www.advokat-birulevo.ru,защита авторских прав
https://yandex.ru/maps/org/bmkautsorsing/1005760650/,БМКАутсорсинг,"Дорожная ул., 60Б, Москва",+7 (495) 960-76-80,"4,1",3 оценки,www.bmk-msk.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/yurprofi/1051028267/,Юрпрофи,"Бирюлёвская ул., 1, корп. 1, Москваофис 1",+7 (495) 655-00-09,"3,5",23 оценки,null,"перерегистрация, регистрация ООО, внесение изменений в документы"
https://yandex.ru/maps/org/bk_partners/46141571086/,БК Партнерс,"ул. Маршала Рыбалко, 2, корп. 6, Москваподъезд 5, офис 304.1, этаж 3",+7 (906) 056-15-00,null,Ещё нет отзывов,null,юридическое сопровождение бизнеса
https://yandex.ru/maps/org/gs_privilegiya/74086332192/,ГС Привилегия,"Ленинградский просп., 78, корп. 1, Москва",+7 (916) 143-78-78,"4,6",11 оценок,null,"регистрация ООО, внесение изменений в документы, регистрация ИП"
https://yandex.ru/maps/org/nalogovy_doktor/5841618700/,Налоговый доктор,"Новопесчаная ул., 4, корп. 1, Москвапомещение 9П",+7 (499) 325-64-59,"4,5",8 оценок,tax-doctor.ru,"налоговые дела, бухгалтерское сопровождение бизнеса"
https://yandex.ru/maps/org/legals_tsentr_pravovogo_konsaltinga/70491826080/,LEGALs центр Правового Консалтинга,"рабочий посёлок Бутово, жилой комплекс Бутово Парк, 20, корп. 1этаж 1, помещение 4",+7 (916) 756-64-18,"4,3",16 оценок,null,null
https://yandex.ru/maps/org/tsentr_razvitiya_i_podderzhki_biznesa/1097090082/,Центр развития и поддержки бизнеса,"ул. Маршала Рыбалко, 2, корп. 4, Москва",+7 (495) 665-01-70,"3,9",4 оценки,crpb.ru,null
https://yandex.ru/maps/org/avtoyurist_v_zakone_eldar_bayramov/198599607593/,Автоюрист в Законе - Эльдар Байрамов,"ул. Свободы, 50, Москваэтаж 2, кабинет 8",+7 (989) 497-00-00,"4,8",20 оценок,null,запрещено с животными
https://yandex.ru/maps/org/de_legibus/30918081590/,De legibus,"ул. Свободы, 38, корп. 1, Москва",+7 (906) 711-80-83,"4,3",7 оценок,delegibus.ru,null
https://yandex.ru/maps/org/ps_ligal_assoshieyshn/187338279763/,ПС Лигал Ассошиэйшн,"ул. Свободы, 39, стр. 5, Москва",+7 (495) 740-90-94,"5,0",Ещё нет отзывов,null,null
https://yandex.ru/maps/org/grade/154519276217/,Grade,"ул. Большая Ордынка, 34-38, Москва",+7 (495) 877-36-77,"5,0",28 оценок,grade.law,запрещено с животными
https://yandex.ru/maps/org/pravovoy_tsentr_10_iz_10/93610054518/,Правовой центр 10 из 10,"ул. Большая Якиманка, 33/13с1, Москва",+7 (960) 012-68-81,"5,0",1 отзыв,rddp.ru,null
https://yandex.ru/maps/org/voskhod/16099830844/,Восход,"Смоленский бул., 24, стр. 2, Москва",+7 (495) 669-20-33,"4,9",36 оценок,domsovet.su,"арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/lokoin/165735010974/,ЛоКоин,"ул. Большая Якиманка, 31, Москва",+7 (963) 670-27-89,"4,3",6 оценок,lawcoin.ru,"внесение изменений в документы, регистрация ООО, регистрация ИП"
https://yandex.ru/maps/org/balans_i_pravo/41388876797/,Баланс и Право,"ул. Крымский Вал, 3, стр. 2, Москваэтаж 2, офис 209",+7 (495) 212-12-45,"4,7",14 оценок,ligalgrupp.ru,"рассрочка, оплата картой, QR-код, по ссылке, безналичная, бесконтактная оплата, дисконтная система скидок, банковским чеком, оплата кредитной картой, наложенным платежом, СБП, предоплата, онлайн, банковским переводом, sms-платеж, наличными, скидки на услуги льготным категориям, постоплата"
https://yandex.ru/maps/org/spektr_prava/100609533707/,Спектр права,"ул. Большая Полянка, 51А/9, Москва",+7 (925) 508-66-99,"4,5",11 оценок,www.spectrumoflaw.com,запрещено с животными
https://yandex.com/maps/org/voyenny_advokat/166137405437/,Военный адвокат,"Голубинская ул., 16, Москва",+7 (495) 777-66-76,"4,9",31 оценка,military-ombudsman.ru,разрешено с собаками до 35 см.
https://yandex.com/maps/org/tkebuchava_partners/179154838573/,Ткебучава & Партнеры,"Новоясеневский просп., 25А, Москва",+7 (926) 602-86-89,"4,2",24 оценки,null,"наличными, банковским переводом"
https://yandex.com/maps/org/yurist/202721351676/,Юрист,"ул. Паустовского, 8, корп. 3, Москва",+7 (910) 409-51-00,"4,9",1 отзыв,null,null
https://yandex.com/maps/org/lawyer_chernykh_y_y_/82762392951/,Адвокат Черных Ю. Ю.,"Литовский бул., 1, Москва",+7 (985) 765-25-05,"4,2",10 оценок,адвокат-москва.рф,"арбитраж, взыскание долгов и убытков, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.com/maps/org/advokat_n_azimov/232805000573/,Адвокат Н. Азимов,"Литовский бул., 6, корп. 3, Москваподъезд 5",+7 (925) 517-89-86,"4,1",12 оценок,advokat-azimov.ru,null
https://yandex.com/maps/org/vitebsky_partners/1360348630/,Витебский и партнеры,"Соловьиный пр., 1, Москва",+7 (495) 755-01-88,"5,0",1 отзыв,www.vitebsky-buro.ru,"личный адвокат, семейное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, сопровождение сделок, возмещение вреда здоровью, земельное право и недвижимость"
https://yandex.com/maps/org/vector_prime/219723513083/,Вектор Прайм,"Профсоюзная ул., 93А, Москва",+7 (495) 165-00-01,"5,0",169 оценок,mpcvector.ru,разрешено со всеми животными
https://yandex.com/maps/org/konsultatsionny_kabinet/36174550684/,Консультационный кабинет,"ул. Академика Янгеля, 3, Москва",+7 (903) 759-77-72,"4,9",29 оценок,konsultatsii-po-voprosam-opeki.clients.site,разрешено со всеми животными
https://yandex.com/maps/org/zashchitniki/115206404588/,Защитники,"пр. Одоевского, 2А, Москва",+7 (499) 130-49-32,"4,2",17 оценок,null,null
https://yandex.com/maps/org/yurist_alena_nozhkina/174393494119/,Частный юрист Ножкина А. В.,"ул. Тёплый Стан, 27, стр. 1, Москва",+7 (495) 135-08-40,"4,9",37 оценок,moy-yurist.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.com/maps/org/notarius_nikiforova_l_v_/1164261562/,Нотариус Никифорова Л. В.,"Литовский бул., 15, корп. 1, Москва",+7 (495) 427-30-92,"4,3",526 оценок,null,"выдача свидетельства о праве собственности на долю в общем имуществе, свидетельствование подлинности подписи, вскрытие конверта с закрытым завещанием и оглашение закрытого завещания, брачный договор, односторонние сделки, удостоверение договоров, выдача свидетельства о праве на наследство, передача заявления физического и юридического лица другому физическому и юридическому лицу, свидетельствование верности копий документов, удостоверение доверенности, направление запроса  физическому или юридическому лицу, выдача свидетельств, удостоверение времени предъявления документа, выдача дубликата документа, выдача документа из архива нотариуса, документы на регистрацию юр. лица в ФНС, сделки с недвижимым имуществом, сделки с долями в уставном капитале"
https://yandex.com/maps/org/advokatsky_kabinet_pafnutyev_dmitry_vladimirovich/1078919755/,Адвокатский кабинет Пафнутьева Д. В.,"Профсоюзная ул., 142, Москва",+7 (916) 637-70-87,"4,4",26 оценок,www.адвокат-пафнутьев.рф,"арбитраж, юридическое сопровождение бизнеса"
https://yandex.com/maps/org/yuridicheskoye_agentstvo_pravoye_delo/1736501836/,Правое дело,"ул. Академика Варги, 5, Москва",+7 (495) 339-88-94,"4,1",24 оценки,bona-causa.ru,"перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.com/maps/org/territorialnoye_agentstvo_po_razvitiyu_predprinimatelstva_yugo_zapadnogo_administrativnogo_okruga/1088493432/,Территориальное агентство по развитию предпринимательства Юго-Западного административного округа,"пр. Одоевского, 3, корп. 7, Москваэтаж 1",+7 (495) 423-46-00,"4,1",22 оценки,www.tarpuzao.ru,null
https://yandex.com/maps/org/legal_consulting/84436663625/,Юридические консультации,"Профсоюзная ул., 126, Москва",+7 (495) 226-59-40,"4,4",9 оценок,гражданскоедело.рф,разрешено со всеми животными
https://yandex.com/maps/org/shvyreva/15271471753/,Адвокат Швырёва Н. В.,"Профсоюзная ул., 118, Москва",+7 (915) 105-61-28,null,61 отзыв,shvyreva.ru,банкротство
https://yandex.com/maps/org/suvorov_legal/167052132579/,Суворов Лигал,"Профсоюзная ул., 93А, Москва",+7 (495) 532-54-57,"4,9",75 оценок,suvorov.legal,разрешено со всеми животными
https://yandex.com/maps/org/lawyer_office/196198711902/,Юридическая консультация,"ул. Миклухо-Маклая, 34, Москва",+7 (495) 131-32-33,"4,9",36 оценок,ukreshenie.clients.site,банкротство
https://yandex.com/maps/org/regionalnaya_sluzhba_pravozashchity/1279097863/,Региональная Служба Правозащиты,"ул. Академика Арцимовича, 17, Москваэтаж 1",+7 (495) 641-80-41,"4,1",11 оценок,rsp-lf.ru,null
https://yandex.com/maps/org/mir_finansov_i_prava/170829452985/,Мир Финансов и Права,"Новоясеневский просп., 2А, стр. 1, Москва",+7 (926) 227-27-14,"5,0",Ещё нет отзывов,null,"сопровождение сделок, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.com/maps/org/yuridicheskaya_konsultatsiya_6/183906444693/,Юридическая Консультация № 6,"Ленинский просп., 121/1к2, Москваофис 210",+7 (916) 686-08-43,"4,2",18 оценок,null,null
https://yandex.com/maps/org/advokatskaya_kontora_38_prioritet/1244852956/,Приоритет,"ул. Миклухо-Маклая, 38, Москваэтаж 1",+7 (495) 330-54-98,"3,3",16 оценок,akprioritetmgka.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.com/maps/org/lawyer_office_of_v_v_kamaldinov/67329064724/,Адвокат Камалдинов В. В.,"Днепропетровская ул., 2, Москваэтаж 4, офис 419",+7 (965) 180-70-07,"5,0",106 оценок,kamaldinov.info,банкротство
https://yandex.com/maps/org/law_office_rhetoric_and_law/82047854676/,Юридическое бюро Риторика и право,"Днепропетровская ул., 2, Москва",+7 (495) 005-64-71,"4,5",11 оценок,ritorikalaw.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, представительство в суде"
https://yandex.com/maps/org/urflex/244818101811/,Юрфлекс,"ул. Кирпичные Выемки, 2, корп. 1, Москва",+7 (495) 782-69-21,"4,6",15 оценок,urflex.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств, регистрация НКО"
https://yandex.com/maps/org/alco_law/87580874522/,Алкогольное право,"Научный пр., 19, Москваэтаж 6, офис 45",+7 (499) 460-56-48,null,77 отзывов,alcolaw.ru,"представительство в суде, договорное право, сопровождение сделок, юридическое сопровождение бизнеса"
https://yandex.com/maps/org/kryukov_and_partners/53988831994/,Крюков и Партнеры,"ул. Каховка, 25, Москва",+7 (495) 517-35-47,"5,0",55 оценок,krykov.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств"
https://yandex.com/maps/org/advocate/217798982864/,Адвокатское бюро,"Азовская ул., 24, корп. 2, Москва",+7 (499) 372-00-53,"4,5",21 оценка,amanukhin.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств"
https://yandex.com/maps/org/advokat_yaskov_a_v/86709089014/,Адвокатский кабинет Яськова А. В.,"Научный пр., 19, Москваэтаж 1, офис 137",+7 (965) 229-63-73,"4,5",18 оценок,www.yaskovprav.ru,банкротство
https://yandex.com/maps/org/lawyer_zuev_svyatoslav/127740797374/,Юридический кабинет Святослава Зуева,"Профсоюзная ул., 76, МоскваБЦ Галерея, этаж 7, офис 15",+7 (999) 858-70-32,"5,0",85 оценок,urist-zuev.ru,разрешено с кошками и собаками
https://yandex.com/maps/org/strelkov_college_a_i_/159576780223/,Юрбюро Стрелкова А. И.,"ул. Бутлерова, 7Б, Москваофис 43",+7 (495) 109-05-56,"5,0",36 оценок,77arbitr.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.com/maps/org/proventus/229279688565/,Провентус,"Сивашская ул., 7, Москваэтаж 1, офис 2",+7 (963) 782-11-95,"5,0",32 оценки,nkproventus.ru,разрешено со всеми животными
https://yandex.com/maps/org/vlast_zakona/27536511610/,Власть закона,"Профсоюзная ул., 102/47, Москваподъезд 1, квартира 4, этаж 1",+7 (910) 466-89-73,"4,1",41 оценка,vlastzakona.ru,разрешено со всеми животными
https://yandex.com/maps/org/maksibezopasnost/4331628648/,МаксиБезопасность,"Севастопольский просп., 58, Москваэтаж 1",8 (800) 100-17-26,"4,6",25 оценок,maksibezopasnost.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.com/maps/org/lawyer_zapotochny_i_v_/126664925702/,Адвокат Запоточный И. В.,"Научный пр., 19, Москваэтаж 1, офис 137",+7 (903) 504-56-58,"4,9",28 оценок,www.mosadv.com,"регистрация ИП, регистрация АО, регистрация ООО, внесение изменений в документы"
https://yandex.com/maps/org/melegal/159791913837/,Melegal,"Ленинский просп., 111, корп. 1, Москваподъезд 2, офис 408, этаж 4",+7 (495) 188-17-82,"5,0",149 оценок,newmelegal.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, кадровое делопроизводство"
https://yandex.com/maps/org/lawyer/1136009889/,Ваш Адвокат,"Москва, Юго-Западный административный округ, Обручевский район, 38-й квартал Юго-Запада, к1",+7 (495) 410-88-08,"4,9",55 оценок,vashadvokat.moscow,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, регистрация НКО"
https://yandex.com/maps/org/bankrot_express/116486350218/,Банкрот-экспресс,"ул. Миклухо-Маклая, 36А, Москваэтаж 5",+7 (495) 664-82-79,"5,0",105 оценок,bankrot-express.ru,разрешено с собаками до 35 см.
https://yandex.com/maps/org/yedinaya_gorodskaya_yuridicheskaya_sluzhba/50759160982/,Единая городская юридическая служба,"ул. Намёткина, 10А, корп. 1, МоскваЕГЮС, офис 305, этаж 3",+7 (910) 481-77-07,"3,9",16 оценок,www.zakon-da.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.com/maps/org/advokat_saranov_dmitriy_valeryevich/126342242889/,Адвокат Саранов Дмитрий Валерьевич,"ул. Бутлерова, 17, Москва",+7 (929) 964-64-27,"4,7",15 оценок,saranov.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.com/maps/org/lawyer_kurnev_a_e_/173084065385/,Юрист Курнев А. Е.,"Ленинский просп., 111, корп. 1, Москва",+7 (909) 928-13-29,"4,8",50 оценок,kurnev.ru,запрещено с животными
https://yandex.com/maps/org/kumtor_legal_company/132276342674/,Кумтор Легал Компани,"Кировоградская ул., 9, корп. 1, Москваэтаж 2",+7 (985) 214-73-27,"5,0",51 оценка,kumtor.ru,запрещено с животными
https://yandex.com/maps/org/kryukov_partners/161473046286/,Крюков и Партнеры,"Бачуринская ул., 8А, стр. 1, посёлок Коммунарка",+7 (495) 517-35-47,"5,0",51 оценка,www.krykov.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств"
https://yandex.com/maps/org/advokat/1252728796/,Адвокатская контора № 12,"Кировоградская ул., 7, Москва",+7 (495) 311-37-05,"4,2",32 оценки,null,null
https://yandex.com/maps/org/dobro_bankrot/105752283972/,Добро Банкрот,"Профсоюзная ул., 127Б, Москваофис 203",+7 (958) 295-69-97,"4,9",61 оценка,dobro-bankrot.ru,банкротство
https://yandex.com/maps/org/pravo_v_gorode/76474334345/,Право в городе,"ул. Намёткина, 14, корп. 1, Москва",+7 (495) 920-00-42,"4,9",25 оценок,www.pravovg.ru,"регистрация ООО, регистрация АО, банкротство, ликвидация фирм, внесение изменений в документы"
https://yandex.com/maps/org/mba_union/241417046830/,МКА Юнион,"Профсоюзная ул., 71, Москва",+7 (495) 790-00-15,null,35 отзывов,demidovlaw.com,"банкротство, регистрация НКО"
